speaker_name,party,language,mep_id,role,text,alignment,orientation,translated,translated_text,extremity
Ana | Miranda Paz,Verts/ALE,PT,24942,,"Senhora Presidente, isto é um queijo, um queijo do meu país, a Galiza...",Center-Left,Left,True,"Madam President, this is a cheese, a cheese from my country, Galicia...",-0.7
Ana | Miranda Paz,Verts/ALE,PT,24942,,"Um queijo. Um queijo protegido, único, tradicional, sustentável. Produz-se num território ameaçado por um projeto altamente contaminante, que o Governo galego quer fazer, da empresa portuguesa Altri, que mesmo Portugal rejeitou. Querem trocar vacas por eucaliptos, queijos por celulose, granjas por fumo. Com o mais alto risco a nível europeu para uma iniciativa europeia num contexto verde, os fundos europeus não podem vir para este tipo de projetos que contaminam, que destroem as granjas, que destroem também esta produção protegida de queijos. Um queijo é o símbolo de um país, do meu país: a Galiza.",Center-Left,Left,True,"A cheese. A protected, unique, traditional, sustainable cheese. It is produced in a territory threatened by a highly polluting project that the Galician government wants to carry out, by the Portuguese company Altri, which Portugal itself has rejected. They want to exchange cows for eucalyptus, cheese for cellulose, farms for smoke. With the highest risk at European level for a European initiative in a green context, European funds cannot come for this type of project that contaminates, that destroys farms, that also destroys this protected cheese production. A cheese is the symbol of a country, of my country: Galicia.",-0.7
Rudi | Kennes,The Left,EN,256890,,"Madam President, last week, the workers of the catering services in Parliament protested because management outsourced their work to private companies, and the way these companies treat them is simply not worthy of an institution that always complains about labour rights violations, but only abroad. Catering is currently outsourced to a British multinational. How do multinationals win these contracts? They place the lowest bid – which means low salaries and bad services. Today it is the catering, yesterday it was the creche, tomorrow the cleaning and also now the teachers. They all described a shocking situation: precarious contracts, huge workloads, low pay, high turnover and no certainty. These people are desperate, tired and feel humiliated. The EU should give a good example and not give contracts to these kind of industry cowboys. We want to see these services insourced, permanent good jobs, good pay and good working conditions. We will support these workers and their unions until they get what they deserve.",Left,Left,True,"Madam President, last week, the workers of the catering services in Parliament protested because management outsourced their work to private companies, and the way these companies treat them is simply not worthy of an institution that always complains about labour rights violations, but only abroad. Catering is currently outsourced to a British multinational. How do multinationals win these contracts? They place the lowest bid – which means low salaries and bad services. Today it is the catering, yesterday it was the creche, tomorrow the cleaning and also now the teachers. They all described a shocking situation: precarious contracts, huge workloads, low pay, high turnover and no certainty. These people are desperate, tired and feel humiliated. The EU should give a good example and not give contracts to these kind of industry cowboys. We want to see these services insourced, permanent good jobs, good pay and good working conditions. We will support these workers and their unions until they get what they deserve.",-1.0
Valérie | Deloge,PfE,FR,256886,,"Madame la Présidente, face aux défis économiques et géopolitiques qui menacent notre continent, la Commission européenne a trouvé une réponse déconcertante: un kit de survie pour tenir soixante-douze heures en cas de crise. Plutôt que de mettre fin au pacte vert, qui étrangle nos agriculteurs, Bruxelles préfère entretenir un climat de peur. Au lieu de renforcer notre économie et notre souveraineté, elle infantilise les citoyens avec des recommandations dignes d’un scénario hollywoodien. La guerre n’est pas un jeu. Jordan Bardella l’a rappelé: nous voulons une Europe de la paix, de la sécurité et de la souveraineté. Pourtant Bruxelles s’acharne à affaiblir nos nations pour imposer son fédéralisme. Nos agriculteurs, étouffés par des normes économiques absurdes, et nos entreprises, soumises à la concurrence déloyale, sont aujourd’hui en mode survie. Un véritable kit de survie, c’est une économie forte, une industrie compétitive et des frontières protégées. Je voulais aussi apporter tout mon soutien à Marine Le Pen, honteusement condamnée pour des raisons politiques. C’est un jour triste pour la démocratie, mais ce n’est qu’une question de temps avant que nous arrivions au pouvoir pour donner aux peuples européens la voix qu’ils méritent.",Right,Right,True,"Madam President, faced with the economic and geopolitical challenges threatening our continent, the European Commission has come up with a disconcerting response: a survival kit to last seventy-two hours in the event of a crisis. Instead of putting an end to the Green Pact, which is strangling our farmers, Brussels prefers to foster a climate of fear. Instead of strengthening our economy and sovereignty, it infantilizes citizens with recommendations worthy of a Hollywood script. War is not a game. As Jordan Bardella reminded us, we want a Europe of peace, security and sovereignty. Yet Brussels is determined to weaken our nations in order to impose its federalism. Our farmers, suffocated by absurd economic standards, and our businesses, subjected to unfair competition, are now in survival mode. A real survival kit means a strong economy, competitive industry and protected borders. I would also like to offer my full support to Marine Le Pen, shamefully condemned for political reasons. It's a sad day for democracy, but it's only a matter of time before we come to power to give the people of Europe the voice they deserve.",1.0
Fernand | Kartheiser,ECR,EN,256900,,"Madam President, the statement concerns the review of the Digital Services Act. Article 91 of the DSA provides for a review of the Act by November 2025, regarding the designation of very large online platforms, their scope and the DSA's compatibility with various legal instruments. The DSA has been heavily criticised not only by the current US administration, but also by European politicians and human rights defenders, who have alerted and documented the far‑reaching impact of the DSA on fundamental rights, in particular the right to free speech. In this context, a well‑rounded review process is strongly needed. Can the Commission clarify the review process under Article 91 of the DSA and, in particular, the roles played by Parliament and the Council? Is the Commission envisioning amendments to the DSA and, if so, which ones?",Right,Right,True,"Madam President, the statement concerns the review of the Digital Services Act. Article 91 of the DSA provides for a review of the Act by November 2025, regarding the designation of very large online platforms, their scope and the DSA's compatibility with various legal instruments. The DSA has been heavily criticised not only by the current US administration, but also by European politicians and human rights defenders, who have alerted and documented the far‑reaching impact of the DSA on fundamental rights, in particular the right to free speech. In this context, a well‑rounded review process is strongly needed. Can the Commission clarify the review process under Article 91 of the DSA and, in particular, the roles played by Parliament and the Council? Is the Commission envisioning amendments to the DSA and, if so, which ones?",0.5
Nicolae | Ştefănuță,Verts/ALE,EN,58766,,"Madam President, I have a message to every European: when they spit on our European values, we do not apologise for them, we do not explain ourselves for them – instead, we pick them up and put them in an even shinier place for everyone to see. I'm so tired of us being always in a defensive mode, as if we apologise for something, as if we look for a world that isn't there anymore. For today's world, Europe needs again the path of unity, of standing together, of strength. We need to be adults responsible for ourselves. We don't need to point to the outside. We need to look inside and really work hard. This continent will prevail because it is what humans have aspired to for so many centuries. Do I need to remind the House that this continent only had peace when it was together? For the rest of its historic millennia, it only had war if it was not united. It is time to make Europe believe in itself again. It is time to have a more united Europe again!",Center-Left,Left,True,"Madam President, I have a message to every European: when they spit on our European values, we do not apologise for them, we do not explain ourselves for them – instead, we pick them up and put them in an even shinier place for everyone to see. I'm so tired of us being always in a defensive mode, as if we apologise for something, as if we look for a world that isn't there anymore. For today's world, Europe needs again the path of unity, of standing together, of strength. We need to be adults responsible for ourselves. We don't need to point to the outside. We need to look inside and really work hard. This continent will prevail because it is what humans have aspired to for so many centuries. Do I need to remind the House that this continent only had peace when it was together? For the rest of its historic millennia, it only had war if it was not united. It is time to make Europe believe in itself again. It is time to have a more united Europe again!",-0.7
Ondřej | Knotek,PfE,EN,197528,au nom du groupe,"Madam President, every reasonable person is able to adjust their goals and strategies. The world has changed, but not the EU energy and climate policy. The goal was EU prosperity, worldwide follow up and global emissions reductions. But we see the opposite: the EU economy is struggling and global emissions are growing. The Green Deal – at least its climate part – is dead. If we insist on its implementation, we will fail to protect Europeans from climate change effects and the European ability to adapt to climate change. After the US withdrawal from the Paris Agreement, the global reality and more information and understanding of the mechanism of climate change, it is clear that we are entering a new post-Paris Agreement era – which for Europe means speed of emissions reductions, and therefore ETS prices, must correspond to the US and China; no coal power plants shut down until having stable and reliable effective replacement; renewables and nuclear must be placed on equal footing; invest in diffusion development massively and, of course, get rid of ESG, climate law, taxonomy, etc. And of course, Madam Commissioner, please do it now. And now, to the WHO: Europe is still part of the WHO. Or maybe we shall change this.",Right,Right,True,"Madam President, every reasonable person is able to adjust their goals and strategies. The world has changed, but not the EU energy and climate policy. The goal was EU prosperity, worldwide follow up and global emissions reductions. But we see the opposite: the EU economy is struggling and global emissions are growing. The Green Deal – at least its climate part – is dead. If we insist on its implementation, we will fail to protect Europeans from climate change effects and the European ability to adapt to climate change. After the US withdrawal from the Paris Agreement, the global reality and more information and understanding of the mechanism of climate change, it is clear that we are entering a new post-Paris Agreement era – which for Europe means speed of emissions reductions, and therefore ETS prices, must correspond to the US and China; no coal power plants shut down until having stable and reliable effective replacement; renewables and nuclear must be placed on equal footing; invest in diffusion development massively and, of course, get rid of ESG, climate law, taxonomy, etc. And of course, Madam Commissioner, please do it now. And now, to the WHO: Europe is still part of the WHO. Or maybe we shall change this.",1.0
Alexandr | Vondra,ECR,EN,197537,au nom du groupe,"Madam President, we must be interested in the US withdrawal from the Paris Agreement for one reason only: to reflect on our own course. Let me tell you, the one which we take is not the right one. The radical decarbonisation is not a religion we must adhere to at any cost. It makes no economic sense to continue on this path alone. China does not care about our approach, just to its own advantage. India and Türkiye are the same. The US has made a huge U-turn. Argentina and Indonesia will most likely follow. The EU must undergo painful self‑assessment and admit that we are on the wrong track. The Green Deal needs a deep reform. It is not a growth strategy. It is costly, self-inflicted policy resulting in economic poverty and mistrust in politics. Hopefully, with this omnibus the Commission has begun taking steps in the right direction. So let's energise ourselves to use this as an opportunity and to do much more.",Right,Right,True,"Madam President, we must be interested in the US withdrawal from the Paris Agreement for one reason only: to reflect on our own course. Let me tell you, the one which we take is not the right one. The radical decarbonisation is not a religion we must adhere to at any cost. It makes no economic sense to continue on this path alone. China does not care about our approach, just to its own advantage. India and Türkiye are the same. The US has made a huge U-turn. Argentina and Indonesia will most likely follow. The EU must undergo painful self‑assessment and admit that we are on the wrong track. The Green Deal needs a deep reform. It is not a growth strategy. It is costly, self-inflicted policy resulting in economic poverty and mistrust in politics. Hopefully, with this omnibus the Commission has begun taking steps in the right direction. So let's energise ourselves to use this as an opportunity and to do much more.",0.5
Michael | Bloss,Verts/ALE,DE,197449,au nom du groupe,"Frau Präsidentin! Frau Kommissarin! Sehr geehrte Damen und Herren! Es scheint an einigen vorbeigegangen zu sein, aber am Montag war eine wichtige Deadline: Die Europäische Union hätte nach den Regeln des Pariser Klimaschutzabkommens ihr Klimaziel, ihr NDC, übermitteln sollen. Das hat sie nicht getan. Es ist vielleicht kein großes Vergehen, aber um Glaubwürdigkeit zu behalten, müssen wir genau diese Regeln hochhalten und befolgen. Also, Frau von der Leyen: Statt den Green Deal und den Klimaschutz abzuwickeln, zeigen Sie der Welt, dass Europa führt! Das bedeutet: Kommen Sie Ihren internationalen Verpflichtungen nach! Wir brauchen jetzt schnell ein Gesetz für ein neues Klimaziel. Wir müssen uns an die Regeln halten, damit es die anderen auch tun. Liebe Kolleginnen und Kollegen, bei jeder Sitzung debattieren wir hier über Klimakrise, über Fluten, Dürren, Waldbrände. Und gleichzeitig kassieren Kohle-, Öl- und Gasunternehmen Billionen an Gewinnen auf Kosten derjenigen, die ihre Häuser, ihre Ernten, ihre Straßen und ihre Lebensgrundlage verlieren. Ich bin es leid. Diese Ungerechtigkeit muss enden! Wir müssen endlich die Verschmutzer, die Zerstörer zur Kasse bitten. Auf der letzten Klimakonferenz haben sich auch Europa und Deutschland dazu verpflichtet, jährlich 1 Billion Dollar für den Klimaschutz aufzubringen. Können wir uns endlich darauf einigen, dass man mit der Klimazerstörung keine Gewinne mehr machen darf? Die Verschmutzer müssen für ihre dreckige Zerstörung bezahlen. Dieser Auftrag aus dem Klimaschutzabkommen muss umgesetzt werden, und zwar jetzt.",Center-Left,Left,True,"Madam President, Commissioner. Ladies and gentlemen! It seems to have passed some people by, but Monday was an important deadline: The European Union should have submitted its climate target, its NDC, in accordance with the rules of the Paris Agreement. It did not do so. It may not be a major offense, but in order to maintain credibility, we must uphold and follow precisely these rules. So, Ms. von der Leyen: instead of scrapping the Green Deal and climate protection, show the world that Europe leads! That means: fulfill your international obligations! We now need a law for a new climate target quickly. We must play by the rules so that others do too. Ladies and gentlemen, at every sitting we debate the climate crisis, floods, droughts and forest fires. And at the same time, coal, oil and gas companies are raking in trillions in profits at the expense of those who are losing their homes, their crops, their roads and their livelihoods. I am tired of this. This injustice must end! We must finally make the polluters, the destroyers pay. At the last climate conference, Europe and Germany also pledged to raise 1 trillion dollars a year for climate protection. Can we finally agree that no more profits can be made from climate destruction? Polluters must pay for their dirty destruction. This mandate from the climate protection agreement must be implemented now.",-0.7
Jonas | Sjöstedt,The Left,SV,2268,au nom du groupe,"Fru talman! Trumps politik påminner mig om barndomens mobbare på skolgården. De som gav sig på de mindre och de svagare. Det är en politik som gynnar världens rikaste män och som drabbar världens fattiga. Men precis som på skolgården så måste svaret vara solidaritet och att stå upp för det som är rätt och riktigt. Vi måste fortsätta försvara internationell rätt. Vi måste fortsätta minska våra egna klimatutsläpp och stärka det internationella klimatsamarbetet. Vi måste också svara på Trumps tullar och provokationer, och vi kan göra det genom att tullbelägga det mest klimatskadliga. Genom att införa klimattullarna tidigare än tänkt kan vi svara offensivt gentemot dem som inte tar ansvar för planetens framtid.",Left,Left,True,"Madam President, Trump's policies remind me of the schoolyard bullies of my childhood. Those who preyed on the smaller and the weaker. It is a policy that benefits the world's richest men and hurts the world's poor. But just like in the schoolyard, the answer must be solidarity and standing up for what is right and just. We must continue to defend international law. We must continue to reduce our own climate emissions and strengthen international climate cooperation. We must also respond to Trump's tariffs and provocations, and we can do so by imposing tariffs on the most climate-damaging products. By introducing the climate tariffs earlier than planned, we can respond offensively to those who do not take responsibility for the future of the planet.",-1.0
Christine | Anderson,ESN,EN,197475,au nom du groupe,"Madam President, Paris Climate Agreement ‑ afuera! We need to end the man-made climate change hoax. USAID afuera, a government agency that fraudulently wastes taxpayers' money, engages in money laundering and acts as a CIA front to manipulate public opinion abroad, to affect regime change must be taken down. USAID has even indirectly funded the Wuhan lab from where the Chinese virus was leaked, which then ushered in the COVID totalitarianism. WHO ‑ afuera! These people are fed up with these unelected bureaucrats of this lobby organisation for Big Pharma, who are unaccountable to no one, except maybe to their Chinese donors. President Trump is showing us the way. And unless we want to go down in history as complete idiots, we should follow his lead. Green Deal development aid, WHO, take it all down and give us Doge instead, so we can fight these despicable, globalitarian misanthropists.",Right,Right,True,"Madam President, Paris Climate Agreement ‑ afuera! We need to end the man-made climate change hoax. USAID afuera, a government agency that fraudulently wastes taxpayers' money, engages in money laundering and acts as a CIA front to manipulate public opinion abroad, to affect regime change must be taken down. USAID has even indirectly funded the Wuhan lab from where the Chinese virus was leaked, which then ushered in the COVID totalitarianism. WHO ‑ afuera! These people are fed up with these unelected bureaucrats of this lobby organisation for Big Pharma, who are unaccountable to no one, except maybe to their Chinese donors. President Trump is showing us the way. And unless we want to go down in history as complete idiots, we should follow his lead. Green Deal development aid, WHO, take it all down and give us Doge instead, so we can fight these despicable, globalitarian misanthropists.",1.0
António | Tânger Corrêa,PfE,PT,257050,,"Senhora Presidente, Senhora Comissária, os Estados Unidos saíram do Acordo de Paris, suspenderam ajuda humanitária e saíram da Organização Mundial de Saúde. Catástrofe. Só que as razões pelas quais os Estados Unidos fizeram isto são muito simples. Relativamente à ajuda humanitária, só vos faço uma frase que é: se é demasiadamente suja para a CIA, chamem a USAID. Depois, quanto aos Acordos de Paris, parece que é uma religião. Toda a gente tem de estar de acordo com os princípios do Acordo de Paris. E depois, o que é que se passa? Passa‑se que a Europa está no estado em que está e no estado de subdesenvolvimento para o qual caminha. Quanto à Organização Mundial de Saúde, essa magnífica organização que decreta pandemias e que quer criar um passaporte sanitário de forma a controlar as populações, pois, é evidente, tem de se sair. Não se pode ficar num sítio que é totalitário e que não respeita os cidadãos e que não respeita as pessoas.",Right,Right,True,"Madam President, Commissioner, the United States has pulled out of the Paris Agreement, suspended humanitarian aid and left the World Health Organization. Catastrophe. But the reasons why the United States has done this are very simple. As far as humanitarian aid is concerned, I can only tell you one thing: if it's too dirty for the CIA, call USAID. Then, as for the Paris Accords, it's like a religion. Everyone has to agree with the principles of the Paris Agreement. And then what? It's that Europe is in the state it's in and the state of underdevelopment it's heading towards. As for the World Health Organization, that magnificent organization that decrees pandemics and wants to create a health passport in order to control populations, well, of course, you have to leave. You can't stay in a place that is totalitarian and that doesn't respect its citizens or people.",1.0
Anna | Zalewska,ECR,PL,197572,,"Pani Przewodnicząca! Pani Komisarz! Proszę wybaczyć takie sformułowanie, ale wydaje mi się, że w Komisji podają wam pigułki szczęścia po to, żebyście kreowali rzeczywistość, której po prostu nie ma. Na szczycie klimatycznym w Baku, na korytarzach nie tylko mówiło się o sprawozdaniu Draghiego i pokazywało, w jaki sposób i do jakiego nieszczęścia doprowadził tak rozumiany Zielony Ład, tak nieprzemyślany i tak niepoliczony. Ale również mówiło się, że nie będzie finansowania, nie będzie podążania za Unią Europejską. Bo to nie tylko Stany Zjednoczone, to Chiny, to Indie, to Brazylia mówiły, że po prostu nie ma takich pieniędzy w systemie i to droga donikąd. W dodatku ani Unia Europejska, ani instytucje, które dysponują pieniędzmi hojnie przydzielonymi z całego świata, nie potrafią się rozliczyć z tych pieniędzy, na co wydają, jak wydają i jakie przynoszą tego efekty. Wystarczy zajrzeć do ostatniego sprawozdania Trybunału Obrachunkowego – tak, tego w Unii Europejskiej – który dokładnie mówi, że to, co jest zielone, jest niejasne. Czas się obudzić. To ostatni moment.",Right,Right,True,"Madam President! Commissioner! Please forgive such a formulation, but it seems to me that in the Commission they give you happy pills in order to create a reality that simply does not exist. At the climate summit in Baku, the corridors not only talked about the Draghi report and showed how and to what misfortune the Green Deal, so ill-conceived and so unaccounted for, had led. But it also said that there would be no financing, no following of the European Union. Because it wasn't just the United States, it was China, it was India, it was Brazil that said there simply wasn't that much money in the system and it was a road to nowhere. In addition, neither the European Union nor the institutions that have the money generously allocated from around the world can account for that money, what they spend it on, how they spend it, and what effects it has. Just take a look at the latest report of the Court of Auditors - yes, the one in the European Union - which says exactly what is green is unclear. It's time to wake up. This is the last moment.",0.5
Ignazio Roberto | Marino,Verts/ALE,IT,257132,,"Signora Presidente, onorevoli colleghi, il ritiro degli USA dall'accordo di Parigi sul clima e l'uscita dall'Organizzazione mondiale della sanità, così come la sospensione degli aiuti umanitari, rappresentano una minaccia senza precedenti alla cooperazione internazionale e alla stabilità mondiale. Gli Stati Uniti sono responsabili di circa il 13 % delle emissioni globali di CO2, secondi solo alla Cina. Il loro ritiro dall'accordo di Parigi compromette gli sforzi mondiali per limitare l'aumento della temperatura globale. Gli Stati Uniti contribuivano per il 18 % al bilancio dell'Organizzazione mondiale della sanità, finanziando programmi cruciali per curare HIV, tubercolosi, malaria. Ho sentito poco fa parlare di passaporto sanitario. Come medico posso assicurarvi che virus e batteri non hanno bisogno di un passaporto per infettare e passare le frontiere. E se non volessimo aiutare i paesi più poveri per solidarietà, lo dovremmo fare almeno per egoismo. L'Unione europea deve rafforzare il proprio ruolo nella promozione della cooperazione internazionale. La nostra forza risiede nell'unità per costruire un futuro sostenibile, sano e giusto per tutti.",Center-Left,Left,True,"Madam President, ladies and gentlemen, the U.S. withdrawal from the Paris Climate Agreement and exit from the World Health Organization, as well as the suspension of humanitarian aid, pose an unprecedented threat to international cooperation and global stability. The United States is responsible for about 13 percent of global CO2 emissions, second only to China. Their withdrawal from the Paris Agreement undermines global efforts to limit global temperature rise. The United States used to contribute 18 % to the World Health Organization's budget, funding crucial programs to treat HIV, tuberculosis, malaria. I heard a little while ago about health passports. As a doctor I can assure you that viruses and bacteria do not need a passport to infect and cross borders. And if we did not want to help the poorest countries out of solidarity, we should at least do it out of selfishness. The European Union must strengthen its role in promoting international cooperation. Our strength lies in unity to build a sustainable, healthy and just future for all.",-0.7
Isabel | Serra Sánchez,The Left,ES,257009,,"(inicio de la intervención fuera de micrófono) ... rompe con la Organización Mundial de la Salud o el Acuerdo de París, o deja sin fondos a USAID. ¿Qué nos está diciendo? Que se pudra el mundo; que se mueran los pobres; somos un Gobierno de ricos, de tecnobros que hemos venido a salvar a las grandes corporaciones, y adiós a la salud pública, a la ayuda humanitaria y a la lucha contra la crisis climática. Y para eso tienen una estrategia: la de no mires arriba, odia al de al lado, olvida que son las grandes empresas las que te explotan, cobra mil dólares por delatar a tu amigo o a tu vecino migrante, llama enfermas a las personas trans, siéntete con poder para denigrar a las mujeres o di que los palestinos son animales. Trump es el representante del capitalismo más salvaje, sin máscara y sin complejos, pero, también, ¿que está proponiendo la Unión Europea en este momento? Porque hace tiempo que camina por el mismo precipicio, defienden de igual forma las grandes corporaciones, la sumisión al imperialismo estadounidense, quince meses financiando un genocidio contra Palestina: apuestan por una Europa más racista y más belicista y pactan con su representante aquí en la Unión Europea, que es la extrema derecha de Meloni.",Left,Left,True,"(beginning of speech off-microphone) ... ... breaks with the World Health Organization or the Paris Agreement, or leaves USAID without funds. What are you telling us? Let the world rot; let the poor die; we are a government of rich people, of techno-rich people who have come to save the big corporations, and goodbye to public health, humanitarian aid and the fight against the climate crisis. And for that they have a strategy: don't look up, hate the one next door, forget that it is big business that exploits you, charge a thousand dollars for ratting out your friend or your migrant neighbor, call trans people sick, feel empowered to denigrate women or say that Palestinians are animals. Trump is the representative of the wildest capitalism, without mask and without complexes, but, also, what is the European Union proposing right now? Because it has long been walking along the same precipice, they defend in the same way the big corporations, the submission to US imperialism, fifteen months financing a genocide against Palestine: they bet on a more racist and more warmongering Europe and pact with its representative here in the European Union, which is the extreme right of Meloni.",-1.0
Alexander | Sell,ESN,DE,256959,,"Frau Präsidentin! 20 Millionen USD für die Verfilmung der Sesamstraße im Irak. 15 Millionen USD für Kondome in Afghanistan. 2 Millionen USD für Geschlechtsumwandlungen in Guatemala. Über 40 Milliarden USD hat die amerikanische Regierung jedes Jahr für solchen Schwachsinn verschwendet unter Joe Biden – damit ist jetzt Schluss! Donald Trump hat die USAID gestoppt. America first heißt amerikanische Steuergelder für amerikanische Interessen. In Washington sind sie da einen Schritt weiter als wir. Bei uns wird immer noch viel Geld in aller Welt verschwendet. 32 Milliarden EUR gibt die deutsche Bundesregierung jedes Jahr für die sogenannte Entwicklungshilfe aus, 32 Milliarden EUR! Das entspricht ungefähr dem Steueraufkommen von 20 000 Deutschen. 20 000 Deutsche gehen arbeiten, um Projekte wie die folgenden zu finanzieren: 53 Millionen EUR für klimafreundliche Kochtöpfe in Kenia, 8 Millionen EUR für LED-Leuchten in marokkanischen Moscheen, 10 Millionen EUR für Führerscheinprüfungen von transsexuellen Rikschafahrern in Indien und so weiter und so fort. In Amerika hat Donald Trump diesen Schwachsinn beendet, und in Deutschland wird das Alice Weidel tun, darauf können Sie sich verlassen!",Right,Right,True,"Madam President, USD 20 million for the filming of Sesame Street in Iraq. 15 million USD for condoms in Afghanistan. 2 million USD for sex change operations in Guatemala. Under Joe Biden, the US government wasted over USD 40 billion every year on such nonsense - that's over now! Donald Trump has stopped the USAID. America first means American taxpayers' money for American interests. They are one step ahead of us in Washington. We are still wasting a lot of money all over the world. The German government spends EUR 32 billion every year on so-called development aid - EUR 32 billion! That is roughly equivalent to the tax revenue of 20,000 Germans. 20,000 Germans go to work to finance projects like the following: EUR 53 million for climate-friendly cooking pots in Kenya, EUR 8 million for LED lights in Moroccan mosques, EUR 10 million for driving license tests for transgender rickshaw drivers in India, and so on and so forth. In America, Donald Trump has put an end to this nonsense, and in Germany, Alice Weidel will do the same, you can count on it!",1.0
Gerolf | Annemans,PfE,NL,124973,,"Voorzitter, we gaan hier toch niet iedere maand debatten organiseren en urenlang staan jammeren over iedere actie die nu in de Verenigde Staten wordt ondernomen om de nieuwe tijd van start te laten gaan? We zouden beter onze energie steken in het aanvaarden van deze nieuwe tijd. Want de tijden van het multilateralisme, de tijden van de morele superioriteit van internationale organisaties en de tijden van buitenlandse inmenging door onbeperkte subsidies en manipulaties vanwege het Soros‑web zijn voorbij. De linkse en globalistische tijden zijn voorbij en het vertrappelen van de nationale identiteit en van de natiestaten is voorbij. Identiteit en vrijheid zullen opnieuw de motoren worden van industriële en technologische ontwikkeling. De tijden van de actuele meerderheid in het Europees Parlement zouden voorbij moeten zijn en zouden snel plaats moeten maken voor de nieuwe tijd. We moeten voorkomen dat de huidige wankele meerderheid hier in dit Europees Parlement Europa in achterlijkheid dompelt en in een migratiepact en een Green Deal‑religie die ons alleen maar zal verarmen.",Right,Right,True,"Chairman, surely we are not going to organize debates here every month and stand for hours bemoaning every action now being taken in the United States to kick off the new era? We would do better to put our energy into accepting this new era. For the times of multilateralism, the times of the moral superiority of international organizations and the times of foreign interference through unlimited subsidies and manipulations because of the Soros web are over. The leftist and globalist times are over and the trampling of national identity and nation-states is over. Identity and freedom will once again become the engines of industrial and technological development. The times of the current majority in the European Parliament should be over and should quickly give way to the new era. We must prevent the current shaky majority here in this European Parliament from plunging Europe into backwardness and into a migration pact and a Green Deal religion that will only impoverish us.",1.0
Francesco | Torselli,ECR,IT,257163,,"Signora Presidente, onorevoli colleghi, se vogliamo discutere delle scelte annunciate da Donald Trump in termini di clima, sanità e aiuti umanitari, come prima cosa dobbiamo chiederci se abbiamo gli argomenti necessari per controbattere alle esternazioni del Presidente americano. Ritiro dall'accordo di Parigi: se guardiamo a casa nostra non possiamo fare a meno di vedere che certe norme votate anche in quest'Aula, forse perfino foraggiate con sovvenzioni dirette dalla lobby ecologista, hanno causato dei danni. Ritiro dall'OMS: dobbiamo ancora fare luce su troppe zone d'ombra esistenti nei rapporti tra UE e case farmaceutiche relativamente al periodo del COVID. Sospensione degli aiuti umanitari: il mondo non ha dimenticato l'inchiesta sulle presunte irregolarità finanziarie da parte dell'Agenzia europea per i richiedenti asilo. Questo per dire, e chiudo, che quelle di Trump potranno anche non essere scelte risolutive dei problemi, ma se vogliamo essere credibili, noi come Unione europea dobbiamo offrire alternative funzionali, trasparenti e che non siano percepite come ostili da cittadini e imprese.",Right,Right,True,"Madam President, ladies and gentlemen, if we want to discuss the choices announced by Donald Trump in terms of climate, health, and humanitarian aid, as a first step we have to ask ourselves whether we have the necessary arguments to counter the American president's utterances. Withdrawal from the Paris Agreement: if we look at our own house, we cannot help but see that certain regulations voted on even in this House, perhaps even foraged with direct subsidies from the environmentalist lobby, have caused damage. Withdrawal from WHO: We have yet to shed light on too many grey areas that existed in the relationship between the EU and pharmaceutical companies regarding the COVID period. Suspension of humanitarian aid: the world has not forgotten the investigation into alleged financial irregularities by the European Asylum Seekers Agency. This is to say, and I close, that Trump's may not be problem-solving choices, but if we want to be credible, we as the EU have to offer alternatives that are functional, transparent, and not perceived as hostile by citizens and businesses.",0.5
Lena | Schilling,Verts/ALE,EN,256833,,"Madam President, dear colleagues, I am honestly sick and tired of discussing old white men destroying our future. In times where nature catastrophes, wildfires and droughts destroy the livelihoods of hundreds of thousands of people, still denying the climate crisis is just irresponsible and not forgivable. Young people all around the world rightfully demanded a liveable future, and we do that right now. Today, I stand here and demand from the European Union: we cannot give up this fight. The Paris Agreement is an obligation, and it's our responsibility. Ursula von der Leyen said we owe it to our children, and therefore we need to stick to the Green Deal, we need to phase out fossil fuels and decrease the emissions at least 90 % in 2040. We need to keep our promises. This is something we owe our children today and every day, and we should have these debates in this House thinking about what's at stake right now, looking at the floods and the pictures not just when it happens, but always.",Center-Left,Left,True,"Madam President, dear colleagues, I am honestly sick and tired of discussing old white men destroying our future. In times where nature catastrophes, wildfires and droughts destroy the livelihoods of hundreds of thousands of people, still denying the climate crisis is just irresponsible and not forgivable. Young people all around the world rightfully demanded a liveable future, and we do that right now. Today, I stand here and demand from the European Union: we cannot give up this fight. The Paris Agreement is an obligation, and it's our responsibility. Ursula von der Leyen said we owe it to our children, and therefore we need to stick to the Green Deal, we need to phase out fossil fuels and decrease the emissions at least 90 % in 2040. We need to keep our promises. This is something we owe our children today and every day, and we should have these debates in this House thinking about what's at stake right now, looking at the floods and the pictures not just when it happens, but always.",-0.7
