speaker_name,party,language,mep_id,role,text,alignment,orientation,translated,translated_text,label
Nils | Ušakovs,S-D,EN,197810,,"Mr President, after the United Kingdom left the European Union, a special support tool, the Brexit Adjustment Reserve, was created under the current MFF. It has provided assistance to municipalities along the western border of the Union, with total funding of EUR 5 billion. Recently, members of the European Parliament's Committee on Budgets visited the city of Balvi in Latvia, Latgale region, a region bordering both Russia and Belarus. The committee members saw firsthand the challenges faced by people and local authorities in these border areas: closed border checkpoints, severe economic and social problems. The three Baltic states, Finland and Poland are facing increased defence spending, at the same time urgently needing to support local residents and businesses struggling with various hardships. In the new MFF, a support tool for the eastern border municipalities must be established, mirroring the current Brexit adjustment mechanism used for western border municipalities.",Center-Left,Left,True,"Mr President, after the United Kingdom left the European Union, a special support tool, the Brexit Adjustment Reserve, was created under the current MFF. It has provided assistance to municipalities along the western border of the Union, with total funding of EUR 5 billion. Recently, members of the European Parliament's Committee on Budgets visited the city of Balvi in Latvia, Latgale region, a region bordering both Russia and Belarus. The committee members saw firsthand the challenges faced by people and local authorities in these border areas: closed border checkpoints, severe economic and social problems. The three Baltic states, Finland and Poland are facing increased defence spending, at the same time urgently needing to support local residents and businesses struggling with various hardships. In the new MFF, a support tool for the eastern border municipalities must be established, mirroring the current Brexit adjustment mechanism used for western border municipalities.",-0.5
Gabriela | Firea,S-D,RO,257098,,"Viitorul buget al UE trebuie să reflecte așteptările cetățenilor și să susțină investițiile acolo unde este cea mai mare nevoie: în oameni, comunități, viitorul nostru comun. În viziunea mea,noul CFM trebuie să aibă ca pilon central sprijinirea tinerilor și extinderea accesului la programe precum Erasmus+, motor al educației, schimburilor culturale și identității europene. Fiecare tânăr din fiecare stat membru trebuie să aibă șansa reală de a beneficia de aceste oportunități!  Totodată, este vital să consolidăm sprijinul pentru femeile antreprenor, oferindu-le instrumentele necesare pentru a reuși și a contribui la competitivitatea Europei. Egalitatea de șanse în afaceri înseamnă progres pentru întreaga societate.  Pentru România, este esențial ca viitorul buget să continue să acorde atenție politicii de coeziune și agriculturii, două domenii care susțin dezvoltarea regiunilor și sprijină milioane de fermieri europeni.  România a depășit anul acesta borna celor 100 de miliarde de euro primite din fonduri europene de la aderarea la UE, iar fondurile de coeziune și pentru agricultură au contribuit decisiv la dezvoltarea economică a României.  Avem nevoie de un buget mai modern, mai flexibil și mai orientat spre rezultate, capabil să răspundă provocărilor actuale și viitoare dar care să păstreze ca nucleu principiile solidarității și echității între statele membre.",Center-Left,Left,True,"The future EU budget must reflect citizens' expectations and support investment where it is most needed: in people, in communities, in our common future. In my view, the new MFF must have as its central pillar the support of young people and the widening of access to programs such as Erasmus+, the driver of education, cultural exchanges and European identity. Every young person in every Member State must have a real chance to benefit from these opportunities!  It is also vital to strengthen support for women entrepreneurs, giving them the tools to succeed and contribute to Europe's competitiveness. Equal opportunities in business mean progress for society as a whole.  For Romania, it is essential that the future budget continues to pay attention to cohesion policy and agriculture, two areas which support the development of the regions and help millions of European farmers. This year, Romania has exceeded the €100 billion mark in European funds since joining the EU, and the cohesion and agriculture funds have made a decisive contribution to Romania's economic development.  We need a budget which is more modern, more flexible and more results-oriented, capable of meeting current and future challenges, but which will keep the principles of solidarity and fairness between Member States at its core.",-0.5
Mihai | Tudose,S-D,RO,198183,,"Am votat rezoluţia care cere un buget multianual al UE mai ambiţios şi solicit Comisiei Europene, care trebuie să prezinte o propunere legislativă pentru cadrul financiar post-2027 până la 1 iulie 2025, să ţină cont de poziţia Parlamentului. Am în vedere în special punctele referitoare la noile resurse proprii ale UE, simplificarea și raționalizarea procedurilor, stimularea investițiilor, apărarea ca prioritate specifică, flexibilitatea pentru a gestiona provocările socio-economice şi crizele neprevăzute şi, nu în ultimul rând, împrumutul comun pentru a finanţa rambursarea datoriei contractate pentru instrumentul de redresare NextGenerationEU (NGEU), instituit în urma pandemiei de COVID-19. Începând din 2028, costurile de rambursare a împrumuturilor pentru NGEU vor fi de până la 30 de miliarde euro pe an. Ţinând cont de acest aspect, precum şi de criza actuală din domeniul securității și apărării, consider necesar ca UE să poată recurge la împrumuturi comune. De asemenea, după expirarea în 2026 a Mecanismului de redresare și reziliență, va fi nevoie de noi investiţii publice şi revine Comisiei rolul de a identifica modalităţile de finanţare.",Center-Left,Left,True,"I voted in favor of the resolution calling for a more ambitious EU multiannual budget and I call on the European Commission, which has to present a legislative proposal for the post-2027 financial framework by July 1, 2025, to take Parliament's position into account. In particular, I have in mind the points relating to new EU own resources, simplification and streamlining of procedures, stimulating investments, defence as a specific priority, flexibility to manage socio-economic challenges and unforeseen crises and, last but not least, the common loan to finance the repayment of the debt incurred for the NextGenerationEU (NGEU) recovery instrument, set up in the wake of the COVID-19 pandemic. From 2028 onwards, the cost of loan repayments for the NGEU will be up to €30 billion per year. In view of this, as well as the current security and defense crisis, I consider it necessary for the EU to be able to have recourse to joint borrowing. Also, after the expiry of the Recovery and Resilience Mechanism in 2026, there will be a need for new public investment and it is up to the Commission to identify how to finance this.",-0.5
Dennis | Radtke,PPE,DE,188945,au nom du groupe,"Frau Präsidentin, Herr Exekutiv-Vizepräsident, liebe Kolleginnen und Kollegen! Der Steel and Metals Action Plan kommt spät. Ich hoffe, er kommt noch nicht zu spät. Wir haben als EVP jetzt mehr als anderthalb Jahre dafür gekämpft, weil die europäische und deutsche Stahlindustrie natürlich durch Überkapazitäten und extrem hohe Energiekosten gewaltig unter Druck stehen. Wir können nicht in unseren Sonntagsreden über Resilienz, über Unabhängigkeit von autokratischen Systemen sprechen und auf der anderen Seite mehr oder weniger tatenlos zuschauen, wie wir uns selbst in eine Situation reinmanövrieren, dass irgendwann Chinesen über die Frage entscheiden: Kann in Europa eigentlich überhaupt noch Energiewende und Nachrüstung stattfinden – und wenn ja, zu welchem Preis? Deswegen ist es überfällig gewesen, dass wir jetzt diesen Steel and Metals Action Plan der Kommission auf dem Tisch haben. Aber umso wichtiger noch: nicht nur den Plan jetzt auf dem Tisch haben, sondern auch umsetzen, was dort aufgeschrieben worden ist. Wir brauchen – nicht nur mit Blick auf Trump, auch gerade mit Blick auf China – einen wirksamen Einsatz von Handelsschutzinstrumenten. Deswegen ist es auch so wichtig, CBAM nicht nur zu verschieben, sondern die zwei Jahre der Verschiebung auch dafür zu nutzen, die Konstruktionsfehler, die offensichtlich sind bei CBAM, jetzt auch zu korrigieren. Denn ansonsten werden wir uns mit diesem Instrument nur selber in den Fuß schießen. Zugang zu bezahlbarer Energie ist elementar. Deswegen sind natürlich auch die Mitgliedstaaten gefordert, aber auch die Kommission muss da jetzt ihren Beitrag leisten. Wir brauchen auch ein modernes Beihilferecht. Dieses Beihilferecht ist ein Kind des 20. Jahrhunderts, um Protektionismus innerhalb der EU zu verhindern. Wir sind aber heute an einem Punkt, wo der Wettbewerb vor allen Dingen zwischen uns und anderen Teilen der Welt stattfindet. Deswegen brauchen wir ein Beihilferecht, was darauf auch Antwort gibt. Wir brauchen die Entwicklung von Leitmärkten für grünen Stahl. All das muss jetzt angepackt werden, denn grüner Stahl muss am Ende auch wettbewerbsfähig sein. Es muss auch Märkte dafür geben. Deswegen, Sie haben jetzt den Plan, bitte umsetzen. Wir werden als Parlament da weiter unbequem sein. Wir wollen Resilienz – und wir wollen den Erhalt von gut bezahlten und mitbestimmten Arbeitsplätzen in Europa.",Center-Right,Right,True,"Madam President, Mr. Executive Vice-President, ladies and gentlemen. The Steel and Metals Action Plan has come late. I hope it is not too late. We in the EPP have been fighting for it for more than a year and a half now, because the European and German steel industries are, of course, under enormous pressure due to overcapacity and extremely high energy costs. We cannot talk about resilience and independence from autocratic systems in our Sunday speeches and, on the other hand, more or less stand idly by and watch as we maneuver ourselves into a situation where at some point the Chinese will decide the question: Can the energy transition and retrofitting actually still take place in Europe at all - and if so, at what price? That is why it was long overdue that we now have this Steel and Metals Action Plan from the Commission on the table. But what is even more important is not only to have the plan on the table now, but also to implement what has been written down there. We need an effective use of trade defense instruments - not only with regard to Trump, but also with regard to China. That is why it is so important not only to postpone CBAM, but also to use the two years of postponement to correct the design flaws that are evident in CBAM. Otherwise, we will only be shooting ourselves in the foot with this instrument. Access to affordable energy is fundamental. That is why, of course, the Member States also have a role to play, but the Commission must also make its contribution now. We also need modern state aid law. This state aid law is a child of the 20th century to prevent protectionism within the EU. However, we are now at a point where competition is taking place primarily between us and other parts of the world. That is why we need state aid law that responds to this. We need to develop lead markets for green steel. All of this must be tackled now, because green steel must ultimately be competitive. There must also be markets for it. Therefore, you now have the plan, please implement it. We in Parliament will continue to be uncomfortable. We want resilience - and we want to preserve well-paid and co-determined jobs in Europe.",0.5
Dan | Nica,S-D,RO,124784,au nom du groupe,"Doamnă președintă, domnule Séjourné, sunteți vicepreședintele executiv al Comisiei Europene și astăzi veniți cu o veste așteptată de sute de mii de lucrători din industria oțelului, a metalelor, deci inclusiv aluminiu pentru Uniunea Europeană. Și vreau să știți că acest semnal era mai mult decât așteptat, din mai multe motive: În primul rând, prețurile nerezonabil de mari la energia electrică au făcut ca această industrie să devină necompetitivă. În al doilea rând, importurile din țări din afara Uniunii Europene, care, evident, nu sunt purtătoare de taxe, nici de bioxid de carbon, nici celelalte taxe, fac ca piața Uniunii Europene să fie inundată de produse care sunt la prețuri mici, mult mai mici decât prețul normal. Și a treia chestiune: în mod evident, faptul că noi exportăm 10 milioane de tone de deșeuri de fier și aluminiu în țări care ele însele interzic exportul de deșeuri, este cel puțin o naivitate, ca să nu folosesc un cuvânt care n-ar fi potrivit. Această speranță pe care astăzi o aducem cu toții înseamnă și finanțare. Banca Europeană de Investiții trebuie să finanțeze combinatele de producere a oțelului și aluminiului din Uniunea Europeană și nu să aibă o atitudine care este o atitudine nepotrivită și mai ales, de neacceptat.",Center-Left,Left,True,"Madam President, Mr Séjourné, you are the Executive Vice-President of the European Commission, and today you come with news that hundreds of thousands of workers in the steel industry, the metals industry, including aluminum for the European Union, have been waiting for. And I want you to know that this signal was more than expected, for several reasons: Firstly, unreasonably high electricity prices have made this industry uncompetitive. Secondly, imports from countries outside the European Union, which, of course, do not carry any taxes, neither carbon dioxide nor the other taxes, mean that the European Union market is flooded with products that are priced low, much lower than the normal price. And the third point: obviously, the fact that we are exporting 10 million tonnes of iron and aluminium scrap to countries which themselves ban the export of scrap is, to say the least, naïve, to use a word that would not be appropriate. This hope that we all bring today also means funding. The European Investment Bank must finance the steel and aluminum production plants in the European Union and not have an attitude that is inappropriate and, above all, unacceptable.",-0.5
Julie | Rechagneux,PfE,FR,256882,au nom du groupe,"Madame la Présidente, la sidérurgie européenne traverse une crise d’ampleur. En France, il ne reste que cinq hauts-fourneaux. À Dunkerque, 1 500 emplois sont en jeu et 1,8 milliard d’euros d’investissements décarbonés ont été suspendus. En Allemagne, ThyssenKrupp annonce 11 000 suppressions de poste et gèle à son tour des projets de décarbonation. Depuis 2017, la production d’acier en Europe a chuté de 160 à 126 millions de tonnes. Notre part dans le marché mondial est tombée sous les 8 %, alors que celle de la Chine dépasse les 50 %. Les surcapacités mondiales atteignent, elles, 600 millions de tonnes, et, depuis le 12 mars, les États-Unis imposent 25 % de droits de douane sur nos exportations. Face à cette situation dramatique, la Commission a prolongé les mesures de sauvegarde: des quotas d’importation sur 26 catégories de produits, avec un droit additionnel de 25 % une fois les volumes dépassés. Ce filet de sécurité est nécessaire, mais il ne constitue pas une stratégie sur le long terme. Le plan d’action sur l’acier et les métaux identifie les bonnes failles – énergie, dumping, investissements gelés –, mais il reste silencieux sur trois points primordiaux: comment produire de l’acier vert alors que le coût du carbone atteint déjà 10 % du prix de vente? Comment tirer parti des surcapacités mondiales pour renforcer nos stocks et sécuriser nos approvisionnements? Enfin – et surtout –, comment réindustrialiser si l’on ne finance pas l’investissement initial ni la modernisation de nos sites?",Right,Right,True,"Madam President, the European steel industry is going through a major crisis. In France, only five blast furnaces remain. In Dunkirk, 1,500 jobs are at stake, and 1.8 billion euros of carbon-free investment has been suspended. In Germany, ThyssenKrupp has announced 11,000 job cuts and is also freezing decarbonization projects. Since 2017, steel production in Europe has fallen from 160 to 126 million tonnes. Our share of the global market has fallen below 8%, while China's is over 50%. Global overcapacity has reached 600 million tonnes, and since March 12, the United States has been imposing 25% tariffs on our exports. Faced with this dramatic situation, the Commission has extended the safeguard measures: import quotas on 26 product categories, with an additional 25% duty once volumes have been exceeded. This safety net is necessary, but it does not constitute a long-term strategy. The Steel and Metals Action Plan identifies the right loopholes - energy, dumping, frozen investments - but is silent on three key points: how can we produce green steel when the cost of carbon is already 10% of the selling price? How can we take advantage of global overcapacity to build up our stocks and secure our supplies? Last but not least, how can we reindustrialize if we don't finance the initial investment and modernization of our sites?",1.0
Elena | Donazzan,ECR,IT,257095,au nom du groupe,"Signora Presidente, onorevoli colleghi, l'Europa nasce nel carbone e nell'acciaio: un patto. Un patto di energia e un patto di costruzione, eravamo all'indomani della seconda guerra mondiale e oggi i temi sono i medesimi. Ci occupiamo e dobbiamo trovare risposte per l'energia, a costi troppo alti per l'intero settore della produzione, e dobbiamo difendere la madre delle materie per la costruzione industriale, che è l'acciaio. Abbiamo due veri problemi: come proteggere il nostro acciaio, come difenderlo, perché quando parliamo di sovrapproduzione parliamo di invasione, non di una sovrapproduzione nazionale. E, l'altro, come affrontare il tema dell'energia quando gli Stati membri sono diversi. Questi sono i due gravi problemi che abbiamo, ma trovo soluzioni deboli, timide, Commissario Séjourné. Le soluzioni devono invece essere molto più assertive, molto più chiare: dobbiamo certamente rivedere il CBAM, ma abbiamo perso l'occasione con la discussione sulle aziende energivore; dobbiamo fare in modo che la decarbonizzazione, che è un principio e un obiettivo che dobbiamo cogliere tutti, possa essere affrontata e accolta con una soluzione di neutralità tecnologica, non con un'unica via. E quando parliamo di acciaio e di protezione dell'acciaio – ricordo che l'Italia ha un acciaio che viene prodotto per l'80 % con forni elettrici, è un acciaio verde, direi verdissimo – eppure il nostro rottame esce e ritorna, magari dalla Turchia, con leggi ben diverse dalle nostre. Allora c'è bisogno di maggiore chiarezza per difendere questo settore strategico per la ricostruzione, perché questo è un tema della nostra Europa.",Right,Right,True,"Madam President, ladies and gentlemen, Europe was born in coal and steel: a pact. An energy pact and a construction pact, we were in the aftermath of World War II and today the issues are the same. We deal with and have to find answers for energy, at too high a cost for the entire production sector, and we have to defend the mother of materials for industrial construction, which is steel. We have two real problems: how to protect our steel, how to defend it, because when we talk about overproduction we are talking about invasion, not national overproduction. And, the other, how to deal with energy when the member states are different. These are the two serious problems we have, but I find weak, timid solutions, Commissioner Séjourné. Instead, the solutions need to be much more assertive, much clearer: we certainly need to revisit the CBAM, but we missed the opportunity with the discussion about energy-intensive companies; we need to make sure that decarbonization, which is a principle and a goal that we all need to grasp, can be addressed and embraced with a technology-neutral solution, not with a one-size-fits-all pathway. And when we talk about steel and steel protection -- I remember Italy has steel that is 80 percent produced with electric furnaces, it's a green steel, I would say very green -- and yet our scrap goes out and comes back, maybe from Turkey, with laws that are quite different from ours. So we need more clarity to defend this strategic reconstruction sector, because this is an issue in our Europe.",0.7
Bas | Eickhout,Verts/ALE,EN,96725,au nom du groupe,"Madam President, first of all, we really would like to thank the Commission for coming forward with the European Steel and Metals Action Plan, because this is a very important sector for the European economy. And probably today when tariffs are being announced by Trump, we will even have more issues with the industry. And from our perspective, it's really very clear, the steel and metals industry is at a juncture. We are having competition with the oversupply from China. We have high fossil-energy prices and we still have a challenge of decarbonisation. They can be met together. They have to be met together. If Europe wants to be competitive for the future, if this industry wants to be competitive for the future, we need to put competitiveness and decarbonisation hand in hand. And that's the challenge for the industry. And that's also why we think this action plan is very good because yes, we need grid access. Yes, we need to strengthen protection from overcapacity. We need to ensure demand for green products coming from this sector. And yes, we need to make sure that there is a fair transition. So all these elements we welcome very much in the action plan. However, to be very honest, the action plan is not very actionable now. The first real actions more come in the fourth quarter of 2026 when we look at circular economy, for example, when we are looking at how to deal with recycled content, you will do a review by the end of 2026. There is no clear money in the proposal. It's also a lack of European coordination. So in that sense, we very much welcome the action plan, the analysis, all the elements in there. But now we need urgent action, action that needs to go faster than it's being put there. And last but not least, also to the industry, we are there on your side to make sure you will get the investments to make this transition. But then also be sure that you are not increasing your share buybacks and dividends. This also means that the industry needs to invest in its people and not in its shareholders, and that's also important for a fair transition.",Center-Left,Left,True,"Madam President, first of all, we really would like to thank the Commission for coming forward with the European Steel and Metals Action Plan, because this is a very important sector for the European economy. And probably today when tariffs are being announced by Trump, we will even have more issues with the industry. And from our perspective, it's really very clear, the steel and metals industry is at a juncture. We are having competition with the oversupply from China. We have high fossil-energy prices and we still have a challenge of decarbonisation. They can be met together. They have to be met together. If Europe wants to be competitive for the future, if this industry wants to be competitive for the future, we need to put competitiveness and decarbonisation hand in hand. And that's the challenge for the industry. And that's also why we think this action plan is very good because yes, we need grid access. Yes, we need to strengthen protection from overcapacity. We need to ensure demand for green products coming from this sector. And yes, we need to make sure that there is a fair transition. So all these elements we welcome very much in the action plan. However, to be very honest, the action plan is not very actionable now. The first real actions more come in the fourth quarter of 2026 when we look at circular economy, for example, when we are looking at how to deal with recycled content, you will do a review by the end of 2026. There is no clear money in the proposal. It's also a lack of European coordination. So in that sense, we very much welcome the action plan, the analysis, all the elements in there. But now we need urgent action, action that needs to go faster than it's being put there. And last but not least, also to the industry, we are there on your side to make sure you will get the investments to make this transition. But then also be sure that you are not increasing your share buybacks and dividends. This also means that the industry needs to invest in its people and not in its shareholders, and that's also important for a fair transition.",-0.7
Marina | Mesure,The Left,FR,236053,au nom du groupe,"Madame la Présidente, rappelons-le: l’acier, ce sont 306 000 emplois directs en Europe et une industrie absolument essentielle pour notre autonomie dans des secteurs clés comme l’automobile, le bâtiment ou la défense. Des régions entières dépendent de cette industrie. Je pense notamment à Dunkerque, où 1 famille sur 5 dépend de la sidérurgie. Pourtant, l’avenir de ce secteur est menacé. En France, ce sont les hauts-fourneaux dans leur ensemble qui risquent d’être délocalisés si l’on ne réagit pas vite. Alors, de quoi souffre l’acier européen? Vous en avez parlé: de la volatilité des prix de l’énergie, de la concurrence déloyale permise par le libre-échange et des délocalisations massives malgré des milliards d’aides publiques reçues. Et que propose la Commission? De nouveaux accords de libre-échange, notamment avec les gros producteurs d’acier, tels l’Inde ou le Brésil – là justement où ArcelorMittal veut délocaliser –, et toujours plus de spéculation sur les prix de l’énergie en maintenant la libéralisation des marchés énergétiques. Alors, si on veut sauver le secteur, effectivement, il faut aller plus loin, avec beaucoup plus de protectionnisme, avec une régulation des prix de l’énergie, en sortant du marché européen de l’électricité et avec des conditionnalités des aides publiques au maintien des emplois en Europe notamment.",Left,Left,True,"Madam President, let's not forget that steel represents 306,000 direct jobs in Europe, and an industry that is absolutely essential to our autonomy in key sectors such as the automotive, construction and defense industries. Entire regions depend on this industry. I'm thinking in particular of Dunkirk, where 1 in 5 families depends on the steel industry. Yet the future of this sector is under threat. In France, blast furnaces as a whole risk being relocated if we don't act fast. So, what's ailing European steel? You mentioned it: the volatility of energy prices, the unfair competition allowed by free trade and massive relocations despite billions in public aid. And what is the Commission proposing? New free-trade agreements, notably with major steel producers such as India and Brazil - precisely where ArcelorMittal wants to relocate - and even more speculation on energy prices by maintaining the liberalization of energy markets. So, if we want to save the sector, we need to go much further, with much more protectionism, with energy price regulation, by exiting the European electricity market and making public aid conditional on maintaining jobs in Europe in particular.",-1.0
René | Aust,ESN,DE,256929,au nom du groupe,"Frau Präsidentin! In Deutschland und in Europa gibt es alles, was man braucht, damit unsere Industrie erfolgreich sein kann: Können, Köpfe, Technik und eine jahrhundertealte industrielle Tradition. Doch trotz dieser Stärken gerät unsere Industrie ins Hintertreffen. Nicht, weil unsere Leute schlechter geworden wären, sondern weil Brüssel unserer Wirtschaft immer neue Fesseln anlegt: Bürokratie, Energiepreise, Auflagen – gemacht von Leuten weit weg von der Praxis. Und jetzt kommt die EU-Kommission mit einem Aktionsplan für die Stahl- und Metallindustrie. Doch wie jeder Plan der EU-Kommission wird auch dieser keine zusätzliche Freiheit bringen, sondern neue Formulare. Keine Entlastung, sondern neue Hürden. Wir, die fordern, für eine starke Wirtschaft zu kämpfen, fordern deshalb: Schluss mit Gängelung und weg mit den Blockaden! CO2‑Grenzausgleich, Zwangsarbeitsverordnung, Datenschutzgrundverordnung, Lieferkettenrichtlinie – all das klingt schön und ist gut gemeint, aber lenkt unsere Unternehmen weg von Innovation und Produktion hin zu Kontrolle, Papierkram und Bürokratie. Immer mehr Betriebe denken deshalb an Abwanderung. Nicht weil sie wollen, sondern weil sie müssen. Ich will, dass Deutschland und ganz Europa wieder Orte sind, wo die Industrie gerne investiert und wachsen kann, wo Arbeitsplätze in unserer Heimat entstehen und nicht woanders. Wir haben das Potenzial, wir haben die Köpfe, wir haben den Fleiß. Das, was wir nicht haben, ist eine gute EU-Kommission. Geben wir endlich unserer Industrie die Freiheit, erfolgreich zu sein.",Right,Right,True,"Madam President, Germany and Europe have everything we need for our industry to be successful: Skills, brains, technology and a centuries-old industrial tradition. But despite these strengths, our industry is falling behind. Not because our people have become worse, but because Brussels is constantly imposing new shackles on our economy: Bureaucracy, energy prices, regulations - made by people far removed from practice. And now the EU Commission is coming up with an action plan for the steel and metal industry. However, like every EU Commission plan, this one will not bring any additional freedom, but new forms. No relief, but new hurdles. We, who demand to fight for a strong economy, therefore call for an end to the restrictions and away with the blockades! CO2 border adjustment, forced labor regulation, basic data protection regulation, supply chain directive - it all sounds nice and is well-intentioned, but it steers our companies away from innovation and production and towards control, paperwork and bureaucracy. As a result, more and more companies are thinking of moving away. Not because they want to, but because they have to. I want Germany and the whole of Europe to once again be places where industry is happy to invest and grow, where jobs are created in our home country and not elsewhere. We have the potential, we have the brains, we have the diligence. What we don't have is a good EU Commission. Let's finally give our industry the freedom to be successful.",1.0
Christian | Ehler,PPE,DE,28226,,"Frau Präsidentin, meine Damen und Herren! Ich glaube, in schwierigen Zeiten ist heute der Steel Act ein gutes Zeichen. Allerdings, wenn ich unsere Freunde von der AfD sehe, deren populistischen Freunde in Amerika die Welt in einen Protektionismus-Krieg führen, dann sieht man ja, was die industriepolitischen Versprechen der Rechten international bedeuten. Wenn Populisten in Amerika regieren, stürzen wir die Welt in einen Welthandelskrieg. Ich bin mal gespannt, wie dann in der Realität ihre Politik aussah. Ich will sie mir aber gar nicht vorstellen. Letzte Woche hat die Kommission weitere Maßnahmen angekündigt. Der Steel Safeguard wird für die Laufzeit bis Sommer 2026 weiter gestärkt. Auch die Zusage – und jetzt wird es praktisch – der Kommission, Regeln für kohlenarmen Wasserstoff praktikabel und technologieneutral zu präsentieren, ist unverzichtbar als Signal für die Stahlindustrie und den Metallstandort in Europa. Ich schub da auch in Richtung Herrn Eickhout. Da hoffen wir auf die Unterstützung aller Parteien im Parlament, dass wir realistische Delegated Acts bekommen. Die seit Langem versprochene Exportlösung für CBAM muss schnell präsentiert werden und in ein Gesetz gegossen werden. Auch die mittlerweile seit 2020 angekündigten Leitmärkte für grünen Stahl dürfen nicht mehr länger politische Worthülsen bleiben. Auch da brauchen wir konkrete Vorschläge, werden sie aber auch selber vorlegen. Schlussendlich müssen wir auch an der Wettbewerbsfähigkeit von metallverarbeitenden Sektoren arbeiten. Es ist nicht geholfen, wenn Stahlarbeitsplätze auf Kosten der verarbeitenden Industrie erhalten bleiben. Aber das bedeutet einen neuen Realismus. Ich glaube, dafür ist heute der Startschuss gesetzt.",Center-Right,Right,True,"Madam President, ladies and gentlemen. I believe that the Steel Act today is a good sign in difficult times. However, when I see our friends from the AfD, whose populist friends in America are leading the world into a war of protectionism, then you can see what the industrial policy promises of the right mean internationally. If populists rule in America, we will plunge the world into a global trade war. I'm curious to see what their policies will look like in reality. But I don't want to imagine it. Last week, the Commission announced further measures. The Steel Safeguard will be further strengthened for the period up to summer 2026. The Commission's commitment - and now it's getting practical - to present rules for low-carbon hydrogen in a practicable and technology-neutral way is also indispensable as a signal for the steel industry and Europe as a metal location. I also urge Mr. Eickhout in this regard. We are hoping for the support of all parties in Parliament so that we get realistic delegated acts. The export solution for CBAM that has been promised for a long time must be presented quickly and be cast into law. The lead markets for green steel that have been announced since 2020 must also no longer remain political empty words. Here, too, we need concrete proposals, but we will also present them ourselves. Finally, we also need to work on the competitiveness of the metalworking sectors. It will not help if steel jobs are preserved at the expense of the manufacturing industry. But that means a new realism. I believe that the starting signal for this has been given today.",0.5
Mohammed | Chahim,S-D,EN,197782,,"Madam President, the steel produced in Ijmuiden, Lulea and Donawitz is not just for Dutch, Swedish or Austrian cars, or the Austrian market. It moves in German cars, it sails in French ships and it travels in Italian trains. It even forms our beautiful five cent coins and, of course, Dutch bikes. We're all connected in Europe, and Europe thrives on a strong steel and metal industry. The European Commission's plan for the industry is a good step forward, but in my opinion, sometimes a bit too isolated. We still treat each plan as if it stands alone. But industry does not work in vacuums – we need coordination – and neither should this action plan. We need a broader vision by maximising synergies between sectors and creating lead markets – green lead markets. Green steel is costly, but with a strong green lead market, it becomes an investment, not a risk. Imagine European cars built on green steel. Imagine European windmills built on green steel. These prospects we can realise here. Let's forge them together.",Center-Left,Left,True,"Madam President, the steel produced in Ijmuiden, Lulea and Donawitz is not just for Dutch, Swedish or Austrian cars, or the Austrian market. It moves in German cars, it sails in French ships and it travels in Italian trains. It even forms our beautiful five cent coins and, of course, Dutch bikes. We're all connected in Europe, and Europe thrives on a strong steel and metal industry. The European Commission's plan for the industry is a good step forward, but in my opinion, sometimes a bit too isolated. We still treat each plan as if it stands alone. But industry does not work in vacuums – we need coordination – and neither should this action plan. We need a broader vision by maximising synergies between sectors and creating lead markets – green lead markets. Green steel is costly, but with a strong green lead market, it becomes an investment, not a risk. Imagine European cars built on green steel. Imagine European windmills built on green steel. These prospects we can realise here. Let's forge them together.",-0.5
Beatrice | Timgren,ECR,SV,257090,,"Fru talman! Stål- och metallindustrin är själva ryggraden i vår industriella konkurrenskraft. Men i stället för att skapa förutsättningar driver vänstersidan på ännu mer klimat- och miljöregler, högre energipriser och ännu mer byråkrati. Vi behöver inte nya visioner. Vi behöver verklighetsförankrade visioner. Vi måste vara självförsörjande på kritiska material, annars riskerar vi att bli utkonkurrerade av Kina. Vi måste ha låga energipriser, rimliga klimatmål och vi måste se till att vi är självförsörjande. Vi behöver inte nya klimatmål som slår ut vår industri innan några alternativ finns. Ja, grönt stål kan vara jättebra, men det måste vara konkurrenskraftigt. Vi har ju sett hur det har gått med olika politiska projekt, där man har pumpat in massor av skattepengar som senare visar sig gå upp i rök. Vi måste satsa på teknikneutralitet. Vi måste minska regelbördan. Så kan vi bli konkurrenskraftiga.",Right,Right,True,"Madam President, the steel and metal industry is the very backbone of our industrial competitiveness. But instead of creating the conditions, the Left is pushing for even more climate and environmental regulations, higher energy prices and even more bureaucracy. We do not need new visions. We need visions based on reality. We need to be self-sufficient in critical materials, otherwise we risk being outcompeted by China. We need low energy prices, reasonable climate targets and we need to ensure that we are self-sufficient. We don't need new climate targets that kill our industry before any alternatives are available. Yes, green steel can be great, but it must be competitive. We have seen what has happened with various political projects, where lots of taxpayers' money has been pumped in and later turned out to go up in smoke. We must invest in technology neutrality. We need to reduce the regulatory burden. Then we can be competitive.",0.7
